trial_id,logins,instances_monitored,wait_time_analyses_run,tuning_advisors_used,anomaly_alerts_configured,reports_generated,feature_adoption_rate,engagement_score
T00630,1,0,0,0,0,0,0.0,4
T00631,8,2,6,1,0,1,0.39,32
T00632,10,6,8,8,2,2,0.55,61
T00633,0,0,0,0,0,0,0.0,5
T00634,1,1,0,0,0,0,0.0,3
T00635,3,2,1,0,1,1,0.3,11
T00636,0,1,0,0,0,0,0.0,18
T00637,0,1,0,0,0,0,0.0,11
T00638,7,2,12,0,2,0,0.56,43
T00639,16,3,8,5,1,0,0.56,67
T00640,6,1,2,1,0,1,0.35,18
T00641,16,5,11,8,3,2,0.73,80
T00642,1,1,0,0,0,0,0.0,14
T00643,7,4,3,1,1,2,0.45,41
T00644,0,0,0,0,0,0,0.0,2
T00645,0,0,0,0,0,0,0.0,1
T00646,7,1,4,2,1,2,0.4,33
T00647,8,1,12,5,2,0,0.56,48
T00648,0,0,0,0,0,0,0.0,3
T00649,0,0,0,0,0,0,0.0,1
T00650,6,1,10,3,1,0,0.34,37
T00651,0,0,0,0,0,0,0.0,1
T00652,7,5,5,2,2,2,0.43,44
T00653,0,0,0,0,0,0,0.0,12
T00654,15,7,9,6,4,0,0.67,57
T00655,0,0,0,0,0,0,0.0,1
T00656,1,1,0,0,0,0,0.0,6
T00657,4,2,4,1,0,0,0.23,18
T00658,0,0,0,0,0,0,0.0,1
T00659,1,1,0,0,0,0,0.0,28
T00660,0,0,0,0,0,0,0.0,1
T00661,12,4,6,2,5,1,0.55,57
T00662,23,2,10,8,1,2,0.72,78
T00663,16,2,11,4,1,2,0.86,79
T00664,0,0,0,0,0,0,0.0,4
T00665,9,5,17,6,4,2,0.84,88
T00666,1,1,0,0,0,0,0.0,17
T00667,1,0,0,0,0,0,0.0,1
T00668,1,0,0,0,0,0,0.0,8
T00669,1,1,0,0,0,0,0.0,19
T00670,0,0,0,0,0,0,0.0,1
T00671,23,3,16,2,1,4,0.7,76
T00672,10,3,11,6,0,3,0.71,59
T00673,0,0,0,0,0,0,0.0,2
T00674,1,0,0,0,0,0,0.0,2
T00675,0,0,0,0,0,0,0.0,2
T00676,13,6,9,3,3,3,0.63,58
T00677,17,3,13,6,1,2,0.75,88
T00678,15,3,16,2,2,3,0.69,66
T00679,14,8,17,4,2,1,0.94,97
T00680,0,0,0,0,0,0,0.0,1
T00681,0,0,0,0,0,0,0.0,1
T00682,11,3,9,1,1,0,0.53,44
T00683,0,0,0,0,0,0,0.0,1
T00684,13,3,16,3,1,1,0.72,80
T00685,1,0,0,0,0,0,0.0,1
T00686,14,3,13,7,3,1,0.87,98
T00687,0,0,0,0,0,0,0.0,11
T00688,0,1,0,0,0,0,0.0,8
T00689,22,6,28,6,3,1,0.77,89
T00690,0,0,0,0,0,0,0.0,1
T00691,0,0,0,0,0,0,0.0,10
T00692,7,3,6,1,1,2,0.31,28
T00693,16,2,6,3,1,1,0.59,65
T00694,17,3,11,6,4,1,0.88,86
T00695,0,0,0,0,0,0,0.0,1
T00696,9,1,6,1,0,1,0.47,31
T00697,0,0,0,0,0,0,0.0,1
T00698,12,3,14,3,2,1,0.56,64
T00699,8,3,11,3,3,0,0.53,51
T00700,10,5,12,3,1,1,0.4,45
T00701,1,0,0,0,0,0,0.0,5
T00702,14,8,10,6,1,1,0.67,64
T00703,0,0,0,0,0,0,0.0,1
T00704,7,6,8,3,0,2,0.46,41
T00705,1,0,0,0,0,0,0.0,3
T00706,0,0,0,0,0,0,0.0,5
T00707,0,0,0,0,0,0,0.0,11
T00708,5,5,7,2,4,0,0.43,31
T00709,0,1,0,0,0,0,0.0,27
T00710,9,3,4,2,0,1,0.38,32
T00711,0,0,0,0,0,0,0.0,5
T00712,0,0,0,0,0,0,0.0,1
T00713,0,0,0,0,0,0,0.0,2
T00714,0,0,0,0,0,0,0.0,3
T00715,6,2,7,0,2,2,0.39,29
T00716,0,0,0,0,0,0,0.0,1
T00717,1,0,0,0,0,0,0.0,8
T00718,1,0,0,0,0,0,0.0,5
T00719,13,3,8,2,3,1,0.44,50
T00720,5,1,6,1,1,0,0.28,17
T00721,0,0,0,0,0,0,0.0,1
T00722,8,2,14,6,2,1,0.56,63
T00723,7,6,7,4,1,1,0.58,54
T00724,0,0,0,0,0,0,0.0,1
T00725,6,3,4,1,1,2,0.43,34
T00726,0,0,0,0,0,0,0.0,1
T00727,0,0,0,0,0,0,0.0,6
T00728,10,3,5,2,2,0,0.49,48
T00729,0,0,0,0,0,0,0.0,4
T00730,17,6,14,6,2,2,0.83,81
T00731,1,0,0,0,0,0,0.0,8
T00732,6,1,11,2,0,0,0.45,38
T00733,6,3,9,2,2,2,0.61,43
T00734,4,1,1,0,0,1,0.27,11
T00735,2,1,0,0,0,0,0.0,19
T00736,3,1,0,0,0,0,0.0,24
T00737,0,0,0,0,0,0,0.0,1
T00738,7,3,8,1,0,1,0.33,26
T00739,0,0,0,0,0,0,0.0,14
T00740,14,6,11,5,0,1,0.62,57
T00741,9,2,10,3,2,1,0.52,55
T00742,0,0,0,0,0,0,0.0,6
T00743,0,1,0,0,0,0,0.0,8
T00744,0,0,0,0,0,0,0.0,1
T00745,0,0,0,0,0,0,0.0,6
T00746,0,0,0,0,0,0,0.0,15
T00747,3,1,0,0,0,0,0.0,16
T00748,14,4,9,5,1,2,0.6,56
T00749,0,0,0,0,0,0,0.0,1
T00750,8,5,14,7,1,2,0.59,52
T00751,0,0,0,0,0,0,0.0,7
T00752,0,1,0,0,0,0,0.0,26
T00753,14,4,12,4,2,1,0.56,48
T00754,0,0,0,0,0,0,0.0,3
T00755,0,0,0,0,0,0,0.0,1
T00756,1,0,0,0,0,0,0.0,1
T00757,7,2,10,1,0,1,0.51,49
T00758,0,0,0,0,0,0,0.0,2
T00759,1,0,0,0,0,0,0.0,4
T00760,1,1,0,0,0,0,0.0,11
T00761,0,1,0,0,0,0,0.0,14
T00762,9,4,11,2,1,2,0.76,73
T00763,4,3,8,1,1,0,0.48,40
T00764,13,2,10,2,2,1,0.67,64
T00765,15,3,20,7,2,2,0.92,98
T00766,14,3,12,7,2,1,0.78,86
T00767,14,6,13,4,3,4,0.75,71
T00768,2,1,0,0,0,0,0.0,13
T00769,0,0,0,0,0,0,0.0,9
T00770,5,5,12,3,2,0,0.53,58
T00771,0,1,0,0,0,0,0.0,29
T00772,10,1,7,1,1,0,0.44,36
T00773,15,4,11,4,0,2,0.61,64
T00774,0,0,0,0,0,0,0.0,5
T00775,7,4,12,5,2,1,0.55,54
T00776,8,1,6,2,1,2,0.41,33
T00777,7,3,12,6,4,2,0.79,74
T00778,0,0,0,0,0,0,0.0,3
T00779,0,0,0,0,0,0,0.0,2
T00780,0,0,0,0,0,0,0.0,1
T00781,21,3,14,8,1,1,0.89,92
T00782,1,0,0,0,0,0,0.0,8
T00783,0,0,0,0,0,0,0.0,6
T00784,0,1,0,0,0,0,0.0,8
T00785,1,1,0,0,0,0,0.0,19
T00786,0,1,0,0,0,0,0.0,6
T00787,0,0,0,0,0,0,0.0,4
T00788,12,6,9,5,2,2,0.65,61
T00789,1,1,0,0,0,0,0.0,6
T00790,1,1,0,0,0,0,0.0,2
T00791,0,0,0,0,0,0,0.0,5
T00792,0,0,0,0,0,0,0.0,1
T00793,7,2,7,1,0,2,0.53,53
T00794,8,6,5,5,0,0,0.49,39
T00795,4,2,7,4,2,3,0.42,36
T00796,0,0,0,0,0,0,0.0,1
T00797,12,2,16,5,1,2,0.82,93
T00798,1,0,0,0,0,0,0.0,4
T00799,0,1,0,0,0,0,0.0,14
T00800,0,0,0,0,0,0,0.0,2
T00801,0,0,0,0,0,0,0.0,3
T00802,17,4,12,6,2,2,0.69,78
T00803,11,2,13,3,1,3,0.65,60
T00804,7,2,3,1,0,0,0.51,36
T00805,13,4,13,8,1,4,0.79,80
T00806,0,0,0,0,0,0,0.0,5
T00807,7,3,6,1,1,2,0.32,40
T00808,10,4,6,4,4,2,0.54,62
T00809,0,0,0,0,0,0,0.0,1
T00810,0,0,0,0,0,0,0.0,1
T00811,2,0,0,0,0,0,0.0,7
T00812,0,0,0,0,0,0,0.0,4
T00813,12,2,9,3,4,0,0.54,46
T00814,0,1,0,0,0,0,0.0,2
T00815,0,0,0,0,0,0,0.0,5
T00816,0,0,0,0,0,0,0.0,1
T00817,0,0,0,0,0,0,0.0,1
T00818,0,0,0,0,0,0,0.0,3
T00819,10,3,13,4,0,2,0.62,56
T00820,0,0,0,0,0,0,0.0,8
T00821,1,0,0,0,0,0,0.0,10
T00822,0,0,0,0,0,0,0.0,1
T00823,0,1,0,0,0,0,0.0,6
T00824,9,2,14,8,0,1,0.74,85
T00825,4,1,2,1,0,0,0.3,12
T00826,0,0,0,0,0,0,0.0,10
T00827,0,0,0,0,0,0,0.0,6
T00828,0,0,0,0,0,0,0.0,3
T00829,7,5,10,5,2,0,0.61,66
T00830,4,3,8,4,0,0,0.32,27
T00831,1,1,0,0,0,0,0.0,7
T00832,0,0,0,0,0,0,0.0,1
T00833,7,1,7,2,2,0,0.54,34
T00834,1,0,0,0,0,0,0.0,8
T00835,1,0,0,0,0,0,0.0,6
T00836,21,5,7,3,5,1,0.76,84
T00837,0,1,0,0,0,0,0.0,7
T00838,7,2,8,2,0,1,0.49,30
T00839,0,0,0,0,0,0,0.0,10
T00840,1,0,0,0,0,0,0.0,9
T00841,0,0,0,0,0,0,0.0,1
T00842,16,7,11,1,2,1,0.7,67
T00843,1,1,0,0,0,0,0.0,10
T00844,0,0,0,0,0,0,0.0,4
T00845,0,0,0,0,0,0,0.0,4
T00846,5,2,10,1,3,1,0.47,33
T00847,9,5,12,1,2,0,0.5,37
T00848,17,3,15,5,0,2,0.71,76
T00849,0,0,0,0,0,0,0.0,4
T00850,0,1,0,0,0,0,0.0,12
T00851,0,1,0,0,0,0,0.0,7
T00852,11,3,13,2,3,4,0.67,69
T00853,0,0,0,0,0,0,0.0,6
T00854,16,2,16,3,3,3,0.71,68
T00855,11,2,9,4,0,0,0.44,42
T00856,0,0,0,0,0,0,0.0,1
T00857,1,0,0,0,0,0,0.0,1
T00858,15,4,8,6,2,0,0.64,68
T00859,0,0,0,0,0,0,0.0,14
T00860,0,0,0,0,0,0,0.0,3
T00861,0,1,0,0,0,0,0.0,8
T00862,13,1,3,1,1,0,0.55,40
T00863,0,0,0,0,0,0,0.0,1
T00864,10,6,3,5,1,1,0.46,43
T00865,0,0,0,0,0,0,0.0,6
T00866,0,0,0,0,0,0,0.0,11
T00867,11,1,14,3,1,1,0.46,44
T00868,0,0,0,0,0,0,0.0,8
T00869,14,1,8,2,1,2,0.68,57
T00870,14,7,11,4,1,1,0.66,69
T00871,0,0,0,0,0,0,0.0,6
T00872,15,4,20,3,3,1,0.68,74
T00873,15,2,13,7,2,1,0.77,83
T00874,18,6,13,6,1,1,0.73,75
T00875,1,0,0,0,0,0,0.0,3
T00876,1,0,0,0,0,0,0.0,7
T00877,26,5,14,10,3,0,0.9,96
T00878,1,1,0,0,0,0,0.0,3
T00879,1,1,0,0,0,0,0.0,10
T00880,7,2,3,1,0,1,0.29,26
T00881,12,3,15,8,5,4,0.81,87
T00882,10,1,7,3,4,0,0.63,48
T00883,0,0,0,0,0,0,0.0,5
T00884,1,0,0,0,0,0,0.0,4
T00885,15,6,19,4,3,0,0.75,81
T00886,8,2,7,3,1,1,0.52,47
T00887,0,1,0,0,0,0,0.0,2
T00888,0,0,0,0,0,0,0.0,2
T00889,0,0,0,0,0,0,0.0,2
T00890,13,5,12,1,2,3,0.59,57
T00891,1,1,0,0,0,0,0.0,13
T00892,10,4,9,8,2,3,0.81,70
T00893,17,7,14,1,3,5,0.75,88
T00894,0,1,0,0,0,0,0.0,1
T00895,13,2,9,4,0,1,0.58,52
T00896,0,1,0,0,0,0,0.0,7
T00897,0,0,0,0,0,0,0.0,1
T00898,1,1,0,0,0,0,0.0,7
T00899,0,1,0,0,0,0,0.0,6
T00900,4,1,2,0,1,0,0.35,23
T00901,16,4,6,4,1,2,0.66,68
T00902,0,0,0,0,0,0,0.0,3
T00903,8,2,8,2,2,2,0.61,43
T00904,11,3,7,5,5,3,0.64,54
T00905,0,0,0,0,0,0,0.0,1
T00906,0,1,0,0,0,0,0.0,6
T00907,0,0,0,0,0,0,0.0,8
T00908,1,1,0,0,0,0,0.0,11
T00909,1,1,0,0,0,0,0.0,3
T00910,9,3,14,3,3,0,0.57,53
T00911,0,0,0,0,0,0,0.0,3
T00912,0,0,0,0,0,0,0.0,12
T00913,22,6,15,9,3,4,0.93,100
T00914,1,0,0,0,0,0,0.0,6
T00915,1,1,0,0,0,0,0.0,16
T00916,19,4,8,5,1,0,0.65,71
T00917,0,0,0,0,0,0,0.0,2
T00918,0,0,0,0,0,0,0.0,4
T00919,0,0,0,0,0,0,0.0,2
T00920,7,1,1,2,1,1,0.29,23
T00921,0,0,0,0,0,0,0.0,7
T00922,12,5,6,6,1,4,0.73,67
T00923,0,0,0,0,0,0,0.0,2
T00924,0,0,0,0,0,0,0.0,4
T00925,0,1,0,0,0,0,0.0,17
T00926,12,4,12,7,2,3,0.95,95
T00927,19,6,12,6,0,0,0.74,84
T00928,9,1,7,1,0,0,0.45,39
T00929,0,1,0,0,0,0,0.0,5
T00930,0,0,0,0,0,0,0.0,11
T00931,17,5,9,3,1,3,0.74,71
T00932,10,9,14,9,3,2,0.81,84
T00933,1,0,0,0,0,0,0.0,1
T00934,0,0,0,0,0,0,0.0,1
T00935,15,5,17,8,2,3,0.86,95
T00936,6,5,12,4,0,0,0.57,47
T00937,17,4,13,3,1,0,0.73,85
T00938,17,4,11,4,3,3,0.74,68
T00939,0,0,0,0,0,0,0.0,3
T00940,0,1,0,0,0,0,0.0,1
T00941,0,0,0,0,0,0,0.0,9
T00942,6,1,2,1,3,0,0.33,21
T00943,9,1,7,5,0,1,0.53,47
T00944,0,0,0,0,0,0,0.0,1
T00945,0,0,0,0,0,0,0.0,2
T00946,0,0,0,0,0,0,0.0,1
T00947,0,1,0,0,0,0,0.0,17
T00948,0,0,0,0,0,0,0.0,4
T00949,0,0,0,0,0,0,0.0,4
T00950,6,1,12,3,1,2,0.6,53
T00951,12,1,7,3,0,1,0.46,40
T00952,1,0,0,0,0,0,0.0,11
T00953,0,0,0,0,0,0,0.0,3
T00954,5,1,1,2,0,1,0.34,17
T00955,11,7,9,3,3,1,0.71,62
T00956,16,6,13,3,1,0,0.84,81
T00957,10,4,7,3,1,0,0.51,53
T00958,10,6,6,4,1,0,0.62,57
T00959,19,6,9,4,3,3,0.71,80
T00960,1,1,0,0,0,0,0.0,14
T00961,15,4,9,6,1,0,0.59,58
T00962,5,4,8,3,2,0,0.58,52
T00963,0,0,0,0,0,0,0.0,4
T00964,0,1,0,0,0,0,0.0,10
T00965,9,1,6,2,0,0,0.46,34
T00966,1,1,0,0,0,0,0.0,1
T00967,0,0,0,0,0,0,0.0,6
T00968,1,0,0,0,0,0,0.0,3
T00969,0,1,0,0,0,0,0.0,20
T00970,0,0,0,0,0,0,0.0,13
T00971,0,0,0,0,0,0,0.0,1
T00972,12,5,11,4,3,2,0.73,78
T00973,20,3,12,5,2,1,0.79,95
T00974,1,1,0,0,0,0,0.0,5
T00975,0,0,0,0,0,0,0.0,4
T00976,0,0,0,0,0,0,0.0,1
T00977,0,0,0,0,0,0,0.0,2
T00978,0,0,0,0,0,0,0.0,3
T00979,15,5,16,4,3,2,0.76,80
T00980,0,0,0,0,0,0,0.0,7
T00981,0,0,0,0,0,0,0.0,1
T00982,6,1,6,5,4,0,0.56,45
T00983,1,1,0,0,0,0,0.0,14
T00984,1,1,0,0,0,0,0.0,18
T00985,15,4,14,2,1,3,0.81,90
T00986,19,7,13,7,2,2,0.72,79
T00987,14,6,20,4,1,3,0.61,73
T00988,9,5,16,5,3,1,0.61,61
T00989,13,5,11,4,0,1,0.78,73
T00990,8,1,7,1,0,0,0.45,38
T00991,0,0,0,0,0,0,0.0,1
T00992,0,0,0,0,0,0,0.0,7
T00993,0,0,0,0,0,0,0.0,2
T00994,9,2,5,3,2,1,0.55,47
T00995,9,2,8,2,1,1,0.39,35
T00996,15,8,17,5,2,1,0.71,81
T00997,2,3,11,5,2,2,0.57,44
T00998,10,6,16,4,1,0,0.79,79
T00999,7,2,7,1,0,0,0.47,34
T01000,0,0,0,0,0,0,0.0,1
T01001,0,0,0,0,0,0,0.0,1
T01002,7,1,15,2,1,1,0.61,57
T01003,0,0,0,0,0,0,0.0,6
T01004,1,0,0,0,0,0,0.0,8
T01005,10,6,9,5,1,0,0.59,63
T01006,16,1,6,3,1,0,0.53,53
T01007,8,2,6,1,1,0,0.45,27
T01008,0,0,0,0,0,0,0.0,13
T01009,0,0,0,0,0,0,0.0,6
T01010,0,0,0,0,0,0,0.0,3
T01011,13,3,6,3,2,2,0.5,45
T01012,0,1,0,0,0,0,0.0,8
T01013,6,1,5,3,1,0,0.51,36
T01014,0,0,0,0,0,0,0.0,6
T01015,0,0,0,0,0,0,0.0,1
T01016,0,0,0,0,0,0,0.0,6
T01017,10,3,11,11,6,1,0.75,87
T01018,0,1,0,0,0,0,0.0,7
T01019,4,2,6,1,1,1,0.27,24
T01020,1,0,0,0,0,0,0.0,5
T01021,17,6,9,3,4,0,0.72,83
T01022,12,3,18,3,2,5,0.92,85
T01023,6,2,4,5,1,1,0.49,41
T01024,7,3,9,0,1,3,0.54,42
T01025,0,1,0,0,0,0,0.0,1
T01026,9,3,7,3,0,1,0.5,38
T01027,0,0,0,0,0,0,0.0,5
T01028,3,6,6,3,0,0,0.41,38
T01029,1,1,0,0,0,0,0.0,3
T01030,1,1,0,0,0,0,0.0,26
T01031,1,0,0,0,0,0,0.0,1
T01032,0,0,0,0,0,0,0.0,8
T01033,0,0,0,0,0,0,0.0,4
T01034,9,4,19,8,0,0,0.84,76
T01035,0,0,0,0,0,0,0.0,5
T01036,22,2,16,3,1,0,0.8,84
T01037,0,0,0,0,0,0,0.0,7
T01038,6,2,10,3,0,0,0.54,44
T01039,1,0,0,0,0,0,0.0,1
T01040,0,0,0,0,0,0,0.0,13
T01041,2,1,7,3,0,1,0.53,45
T01042,1,1,0,0,0,0,0.0,1
T01043,8,5,5,4,1,0,0.57,52
T01044,6,2,17,3,1,1,0.58,57
T01045,16,5,11,2,3,2,0.76,82
T01046,0,1,0,0,0,0,0.0,6
T01047,5,2,5,4,0,0,0.4,24
T01048,10,2,16,1,3,3,0.48,57
T01049,17,6,12,6,3,0,0.74,83
T01050,14,4,9,7,0,0,0.54,60
T01051,0,1,0,0,0,0,0.0,2
T01052,0,0,0,0,0,0,0.0,11
T01053,1,1,0,0,0,0,0.0,7
T01054,11,2,8,1,3,2,0.85,79
T01055,15,1,11,3,0,0,0.65,69
T01056,0,0,0,0,0,0,0.0,11
T01057,21,3,16,5,0,3,0.75,86
T01058,0,1,0,0,0,0,0.0,1
T01059,3,2,4,1,0,1,0.34,23
T01060,6,1,9,7,2,2,0.45,35
T01061,0,0,0,0,0,0,0.0,1
T01062,17,4,12,3,2,5,0.8,91
T01063,10,1,11,2,0,0,0.59,51
T01064,0,0,0,0,0,0,0.0,9
T01065,0,0,0,0,0,0,0.0,3
T01066,8,4,8,4,0,1,0.49,47
T01067,1,1,0,0,0,0,0.0,24
T01068,0,1,0,0,0,0,0.0,16
T01069,0,0,0,0,0,0,0.0,1
T01070,0,0,0,0,0,0,0.0,4
T01071,0,0,0,0,0,0,0.0,5
T01072,16,3,11,6,2,1,0.6,82
T01073,1,1,0,0,0,0,0.0,13
T01074,0,0,0,0,0,0,0.0,4
T01075,1,1,0,0,0,0,0.0,19
T01076,9,1,8,1,0,0,0.51,38
T01077,20,3,19,8,2,1,0.7,91
T01078,0,0,0,0,0,0,0.0,9
T01079,9,1,7,5,3,1,0.6,50
T01080,7,3,5,2,0,0,0.42,35
T01081,0,0,0,0,0,0,0.0,9
T01082,0,0,0,0,0,0,0.0,1
T01083,16,2,8,3,0,0,0.7,70
T01084,0,0,0,0,0,0,0.0,2
T01085,0,0,0,0,0,0,0.0,1
T01086,13,5,9,6,3,3,0.81,82
T01087,0,0,0,0,0,0,0.0,4
T01088,0,0,0,0,0,0,0.0,5
T01089,0,0,0,0,0,0,0.0,10
T01090,1,1,0,0,0,0,0.0,6
T01091,0,0,0,0,0,0,0.0,4
T01092,0,0,0,0,0,0,0.0,7
T01093,4,4,2,3,1,0,0.4,37
T01094,0,0,0,0,0,0,0.0,3
T01095,12,3,5,1,2,1,0.62,54
T01096,10,1,24,4,4,0,0.45,53
T01097,11,1,4,3,2,2,0.68,58
T01098,0,3,3,0,0,0,0.27,11
T01099,0,0,0,0,0,0,0.0,1
T01100,16,3,14,2,1,2,0.61,62
T01101,13,4,6,1,1,1,0.45,47
T01102,0,0,0,0,0,0,0.0,4
T01103,1,1,0,0,0,0,0.0,13
T01104,14,6,11,4,2,5,0.82,87
T01105,0,0,0,0,0,0,0.0,4
T01106,18,3,10,6,1,4,0.71,78
T01107,1,1,0,0,0,0,0.0,15
T01108,8,1,2,1,0,0,0.24,12
T01109,2,1,0,0,0,0,0.0,6
T01110,5,1,3,0,0,1,0.41,20
T01111,0,0,0,0,0,0,0.0,4
T01112,11,5,11,0,1,2,0.59,53
T01113,1,0,0,0,0,0,0.0,3
T01114,0,0,0,0,0,0,0.0,6
T01115,9,1,9,4,0,0,0.68,53
T01116,14,5,9,1,5,0,0.85,77
T01117,0,0,0,0,0,0,0.0,2
T01118,11,4,11,3,3,1,0.71,57
T01119,0,0,0,0,0,0,0.0,3
T01120,1,0,0,0,0,0,0.0,1
T01121,0,0,0,0,0,0,0.0,1
T01122,12,5,15,3,0,4,0.76,75
T01123,19,8,5,10,1,3,0.78,88
T01124,9,7,12,2,0,2,0.65,64
T01125,13,1,14,4,1,0,0.77,77
T01126,10,2,5,3,2,1,0.37,35
T01127,0,0,0,0,0,0,0.0,1
T01128,15,3,13,0,1,1,0.51,64
T01129,8,5,10,2,0,0,0.57,49
T01130,0,0,0,0,0,0,0.0,1
T01131,16,5,21,4,3,4,0.76,93
T01132,1,0,0,0,0,0,0.0,1
T01133,0,0,0,0,0,0,0.0,1
T01134,20,5,10,2,2,1,0.5,68
T01135,11,3,18,8,1,3,0.87,93
T01136,1,0,0,0,0,0,0.0,12
T01137,23,4,23,8,5,0,0.86,100
T01138,14,4,12,0,2,1,0.81,78
T01139,13,2,12,5,2,0,0.53,62
T01140,0,0,0,0,0,0,0.0,1
T01141,0,0,0,0,0,0,0.0,1
T01142,0,0,0,0,0,0,0.0,8
T01143,17,5,12,5,3,0,0.66,68
T01144,1,0,0,0,0,0,0.0,1
T01145,0,1,0,0,0,0,0.0,5
T01146,23,7,14,9,3,3,0.85,100
T01147,20,3,8,2,2,1,0.66,71
T01148,0,0,0,0,0,0,0.0,3
T01149,18,2,9,3,4,4,0.53,54
T01150,7,2,6,1,1,0,0.4,32
T01151,5,1,6,1,0,2,0.44,32
T01152,0,1,0,0,0,0,0.0,17
T01153,0,0,0,0,0,0,0.0,1
T01154,3,6,5,5,0,1,0.45,34
T01155,14,1,10,3,0,0,0.6,59
T01156,13,1,7,3,1,1,0.65,60
T01157,0,0,0,0,0,0,0.0,1
T01158,0,0,0,0,0,0,0.0,9
T01159,4,1,1,0,0,0,0.24,15
T01160,0,0,0,0,0,0,0.0,6
T01161,17,6,10,2,3,2,0.81,86
T01162,3,1,6,1,3,1,0.37,23
T01163,0,1,0,0,0,0,0.0,19
T01164,7,1,8,1,0,1,0.36,29
T01165,0,0,0,0,0,0,0.0,1
T01166,16,4,12,3,4,0,0.71,74
T01167,0,0,0,0,0,0,0.0,1
T01168,14,1,7,2,1,1,0.51,50
T01169,0,0,0,0,0,0,0.0,8
T01170,8,1,9,3,4,1,0.41,33
T01171,19,3,30,9,1,2,0.82,100
T01172,0,0,0,0,0,0,0.0,1
T01173,0,1,0,0,0,0,0.0,19
T01174,0,0,0,0,0,0,0.0,1
T01175,1,0,0,0,0,0,0.0,7
T01176,1,0,0,0,0,0,0.0,2
T01177,6,1,11,1,1,2,0.43,40
T01178,17,1,20,6,5,2,0.88,88
T01179,1,0,0,0,0,0,0.0,1
T01180,13,2,10,4,1,0,0.61,61
T01181,0,0,0,0,0,0,0.0,1
T01182,1,1,0,0,0,0,0.0,1
T01183,0,1,0,0,0,0,0.0,6
T01184,14,2,8,4,2,1,0.5,49
T01185,0,0,0,0,0,0,0.0,8
T01186,8,6,13,4,0,0,0.73,69
T01187,18,3,16,5,1,1,0.68,75
T01188,3,0,0,0,0,0,0.0,10
T01189,0,0,0,0,0,0,0.0,9
T01190,15,7,13,9,1,3,0.8,81
T01191,0,0,0,0,0,0,0.0,6
T01192,0,0,0,0,0,0,0.0,1
T01193,8,3,13,5,0,5,0.74,76
T01194,0,0,0,0,0,0,0.0,1
T01195,8,2,1,0,0,1,0.32,19
T01196,18,7,18,8,5,3,1.0,100
T01197,17,5,11,3,2,3,0.91,93
T01198,1,0,0,0,0,0,0.0,6
T01199,0,0,0,0,0,0,0.0,5
T01200,1,0,0,0,0,0,0.0,1
T01201,11,1,5,3,0,0,0.43,36
T01202,7,5,6,2,0,3,0.55,40
T01203,17,2,10,2,0,0,0.59,68
T01204,16,2,4,11,2,1,0.71,63
T01205,4,1,0,1,0,1,0.29,10
T01206,0,0,0,0,0,0,0.0,9
T01207,2,3,5,1,0,0,0.44,22
T01208,0,0,0,0,0,0,0.0,7
T01209,9,1,11,0,4,0,0.35,36
T01210,1,1,0,0,0,0,0.0,2
T01211,0,0,0,0,0,0,0.0,1
T01212,15,3,6,5,3,1,0.54,63
T01213,0,0,0,0,0,0,0.0,4
T01214,10,6,11,4,1,2,0.71,65
T01215,0,0,0,0,0,0,0.0,1
T01216,13,2,8,6,0,4,0.67,57
T01217,0,1,0,0,0,0,0.0,3
T01218,12,3,14,2,2,1,0.7,73
T01219,6,2,6,1,1,2,0.33,19
T01220,1,1,0,0,0,0,0.0,9
T01221,6,3,1,0,1,2,0.55,37
T01222,0,0,0,0,0,0,0.0,1
T01223,20,5,14,3,4,4,0.83,100
T01224,20,6,11,5,3,4,0.75,80
T01225,10,4,15,4,2,3,0.68,74
T01226,0,0,0,0,0,0,0.0,1
T01227,0,0,0,0,0,0,0.0,9
T01228,0,1,0,0,0,0,0.0,28
T01229,1,0,0,0,0,0,0.0,9
T01230,16,3,8,1,2,1,0.66,70
T01231,0,0,0,0,0,0,0.0,1
T01232,13,4,7,5,2,1,0.82,83
T01233,15,5,19,6,1,1,0.64,62
T01234,13,7,6,3,0,1,0.5,53
T01235,11,4,20,6,1,1,0.85,82
T01236,1,1,0,0,0,0,0.0,11
T01237,22,8,10,6,2,2,0.78,84
T01238,0,0,0,0,0,0,0.0,12
T01239,1,0,0,0,0,0,0.0,2
T01240,0,0,0,0,0,0,0.0,7
T01241,0,0,0,0,0,0,0.0,6
T01242,11,3,9,4,0,1,0.54,51
T01243,8,1,8,1,0,0,0.34,40
T01244,0,0,0,0,0,0,0.0,3
T01245,8,4,10,1,0,0,0.57,57
T01246,0,0,0,0,0,0,0.0,2
T01247,21,9,17,7,2,2,0.78,99
T01248,7,4,6,3,0,0,0.56,43
T01249,2,0,0,0,0,0,0.0,3
T01250,0,0,0,0,0,0,0.0,1
T01251,1,0,0,0,0,0,0.0,6
T01252,0,0,0,0,0,0,0.0,2
T01253,0,0,0,0,0,0,0.0,1
T01254,11,4,13,9,1,2,0.63,54
T01255,0,0,0,0,0,0,0.0,1
T01256,0,1,0,0,0,0,0.0,8
T01257,1,0,0,0,0,0,0.0,2
T01258,22,3,13,2,4,0,0.75,86
T01259,5,1,3,4,2,2,0.44,31
T01260,7,3,6,4,0,0,0.4,38
T01261,1,1,0,0,0,0,0.0,3
T01262,3,1,0,0,0,0,0.29,2
